Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-31454,00000418,false,Rx,0,8,D6,02,63,FE,76,FF,22,00,
-31448,00000418,false,Rx,0,8,F2,02,4F,FE,8F,FF,24,00,
-31438,00000418,false,Rx,0,8,D4,02,62,FE,9C,FF,24,00,
-31435,00000418,false,Rx,0,8,E2,02,58,FE,69,FF,25,00,
-31425,00000418,false,Rx,0,8,F3,02,4E,FE,A5,FF,25,00,
-31420,00000418,false,Rx,0,8,C7,02,69,FE,8D,FF,23,00,
-31415,00000418,false,Rx,0,8,E0,02,4E,FE,61,FF,20,00,
-31394,00000418,false,Rx,0,8,EA,02,4D,FE,AC,FF,20,00,
-31387,00000418,false,Rx,0,8,CE,02,65,FE,7E,FF,23,00,
-31386,00000418,false,Rx,0,8,F3,02,4E,FE,6C,FF,27,00,
-31379,00000418,false,Rx,0,8,E5,02,54,FE,B4,FF,29,00,
-31373,00000418,false,Rx,0,8,D1,02,61,FE,79,FF,28,00,
-31613,00000418,false,Rx,0,8,F7,02,4D,FE,84,FF,27,00,
-31608,00000418,false,Rx,0,8,E0,02,5E,FE,BE,FF,27,00,
-31608,00000418,false,Rx,0,8,DD,02,5C,FE,69,FF,27,00,
-31601,00000418,false,Rx,0,8,F4,02,44,FE,9A,FF,25,00,
-31595,00000418,false,Rx,0,8,D6,02,5E,FE,BE,FF,24,00,
-31592,00000418,false,Rx,0,8,E3,02,62,FE,77,FF,22,00,
-31585,00000418,false,Rx,0,8,ED,02,4F,FE,98,FF,22,00,
-31580,00000418,false,Rx,0,8,D6,02,61,FE,A4,FF,20,00,
-31570,00000418,false,Rx,0,8,E9,02,58,FE,6C,FF,1D,00,
-31566,00000418,false,Rx,0,8,E5,02,4C,FE,AD,FF,1E,00,
-31554,00000418,false,Rx,0,8,D1,02,64,FE,91,FF,21,00,
-31550,00000418,false,Rx,0,8,E2,02,5A,FE,6A,FF,25,00,
-31540,00000418,false,Rx,0,8,E1,02,4A,FE,A8,FF,24,00,
-31536,00000418,false,Rx,0,8,D8,02,65,FE,88,FF,1E,00,
-31513,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-31512,00000418,false,Rx,0,8,E2,02,56,FE,73,FF,18,00,
-31508,00000418,false,Rx,0,8,E5,02,47,FE,B9,FF,19,00,
-31508,00000418,false,Rx,0,8,D9,02,64,FE,86,FF,1F,00,
-31508,00000418,false,Rx,0,8,E5,02,53,FE,6F,FF,25,00,
-31501,00000418,false,Rx,0,8,E4,02,48,FE,AD,FF,28,00,
-31495,00000418,false,Rx,0,8,D8,02,64,FE,7F,FF,27,00,
-31232,00000418,false,Rx,0,8,ED,02,4D,FE,81,FF,25,00,
-31225,00000418,false,Rx,0,8,E5,02,4D,FE,AD,FF,24,00,
-31218,00000418,false,Rx,0,8,D4,02,6B,FE,7D,FF,25,00,
-31209,00000418,false,Rx,0,8,F1,02,4B,FE,91,FF,24,00,
-31205,00000418,false,Rx,0,8,DE,02,5D,FE,B1,FF,21,00,
-31194,00000418,false,Rx,0,8,D4,02,63,FE,6F,FF,21,00,
-31188,00000418,false,Rx,0,8,F5,02,4D,FE,9D,FF,25,00,
-31178,00000418,false,Rx,0,8,D4,02,5D,FE,B5,FF,2A,00,
-31173,00000418,false,Rx,0,8,DC,02,5C,FE,6C,FF,2B,00,
-31168,00000418,false,Rx,0,8,EE,02,53,FE,9E,FF,26,00,
-31152,00000418,false,Rx,0,8,C8,02,63,FE,9F,FF,1F,00,
-31146,00000418,false,Rx,0,8,E5,02,51,FE,70,FF,1A,00,
-31140,00000418,false,Rx,0,8,EC,02,51,FE,B0,FF,1C,00,
-31135,00000418,false,Rx,0,8,C7,02,65,FE,80,FF,20,00,
-31129,00000418,false,Rx,0,8,E9,02,4D,FE,63,FF,23,00,
-31119,00000418,false,Rx,0,8,E2,02,59,FE,AC,FF,22,00,
-31113,00000418,false,Rx,0,8,CA,02,63,FE,71,FF,1E,00,
-31109,00000418,false,Rx,0,8,F1,02,4D,FE,57,FF,1C,00,
-31357,00000418,false,Rx,0,8,E2,02,58,FE,AE,FF,1D,00,
-31349,00000418,false,Rx,0,8,CD,02,63,FE,7F,FF,1F,00,
-31344,00000418,false,Rx,0,8,E4,02,55,FE,68,FF,21,00,
-31335,00000418,false,Rx,0,8,E0,02,52,FE,9D,FF,22,00,
-31330,00000418,false,Rx,0,8,CD,02,59,FE,97,FF,20,00,
-31325,00000418,false,Rx,0,8,E3,02,5C,FE,73,FF,1D,00,
-31319,00000418,false,Rx,0,8,E7,02,51,FE,9F,FF,1A,00,
-31305,00000418,false,Rx,0,8,D7,02,57,FE,B3,FF,1A,00,
-31305,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-31299,00000418,false,Rx,0,8,D9,02,63,FE,64,FF,1C,00,
-31293,00000418,false,Rx,0,8,E3,02,4F,FE,96,FF,1E,00,
-31286,00000418,false,Rx,0,8,D3,02,5B,FE,A5,FF,1E,00,
-31281,00000418,false,Rx,0,8,D8,02,5D,FE,69,FF,20,00,
-31274,00000418,false,Rx,0,8,EE,02,4F,FE,9C,FF,23,00,
-31269,00000418,false,Rx,0,8,CD,02,65,FE,94,FF,26,00,
-31265,00000418,false,Rx,0,8,D2,02,56,FE,66,FF,26,00,
-31254,00000418,false,Rx,0,8,E8,02,48,FE,A4,FF,22,00,
-31248,00000418,false,Rx,0,8,CD,02,69,FE,78,FF,1E,00,
-31243,00000418,false,Rx,0,8,E6,02,4A,FE,62,FF,1F,00,
-31233,00000418,false,Rx,0,8,E7,02,51,FE,B9,FF,23,00,
-30972,00000418,false,Rx,0,8,C9,02,65,FE,7C,FF,26,00,
-30966,00000418,false,Rx,0,8,EB,02,43,FE,95,FF,26,00,
-30954,00000418,false,Rx,0,8,DC,02,63,FE,B4,FF,26,00,
-30949,00000418,false,Rx,0,8,D4,02,5D,FE,6A,FF,29,00,
-30944,00000418,false,Rx,0,8,F2,02,40,FE,9B,FF,2C,00,
-30938,00000418,false,Rx,0,8,D1,02,63,FE,AD,FF,2D,00,
-30932,00000418,false,Rx,0,8,D3,02,58,FE,69,FF,2A,00,
-30921,00000418,false,Rx,0,8,EC,02,4B,FE,9B,FF,24,00,
-30914,00000418,false,Rx,0,8,CA,02,6B,FE,8B,FF,1D,00,
-30907,00000418,false,Rx,0,8,E0,02,4E,FE,61,FF,19,00,
-30903,00000418,false,Rx,0,8,E6,02,49,FE,AB,FF,17,00,
-30894,00000418,false,Rx,0,8,C6,02,65,FE,7F,FF,1A,00,
-30888,00000418,false,Rx,0,8,E7,02,4A,FE,64,FF,20,00,
-30874,00000418,false,Rx,0,8,DF,02,54,FE,AF,FF,24,00,
-30870,00000418,false,Rx,0,8,CE,02,61,FE,78,FF,24,00,
-30864,00000418,false,Rx,0,8,F5,02,44,FE,7B,FF,20,00,
-30850,00000418,false,Rx,0,8,D9,02,59,FE,B0,FF,1C,00,
-31101,00000418,false,Rx,0,8,D2,02,62,FE,78,FF,1D,00,
-31100,00000418,false,Rx,0,8,F5,02,4C,FE,9B,FF,1F,00,
-31095,00000418,false,Rx,0,8,D2,02,5F,FE,B0,FF,21,00,
-31089,00000418,false,Rx,0,8,DA,02,5C,FE,6D,FF,21,00,
-31081,00000418,false,Rx,0,8,EF,02,44,FE,9C,FF,23,00,
-31071,00000418,false,Rx,0,8,CB,02,5E,FE,B8,FF,28,00,
-31064,00000418,false,Rx,0,8,DB,02,5B,FE,72,FF,2C,00,
-31060,00000418,false,Rx,0,8,E7,02,4E,FE,9F,FF,2B,00,
-31052,00000418,false,Rx,0,8,CC,02,5E,FE,A3,FF,26,00,
-31046,00000418,false,Rx,0,8,E8,02,5A,FE,75,FF,22,00,
-31040,00000418,false,Rx,0,8,E5,02,52,FE,AE,FF,23,00,
-31029,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-31022,00000418,false,Rx,0,8,C5,02,64,FE,97,FF,27,00,
-31022,00000418,false,Rx,0,8,E1,02,54,FE,67,FF,29,00,
-31017,00000418,false,Rx,0,8,DC,02,4E,FE,AC,FF,26,00,
-30999,00000418,false,Rx,0,8,D0,02,5D,FE,80,FF,21,00,
-30995,00000418,false,Rx,0,8,EA,02,4D,FE,6E,FF,1F,00,
-30995,00000418,false,Rx,0,8,DA,02,4E,FE,B6,FF,22,00,
-30989,00000418,false,Rx,0,8,D2,02,5C,FE,7C,FF,26,00,
-30982,00000418,false,Rx,0,8,EA,02,50,FE,79,FF,28,00,
-30719,00000418,false,Rx,0,8,DC,02,59,FE,AF,FF,28,00,
-30714,00000418,false,Rx,0,8,D5,02,61,FE,7B,FF,26,00,
-30701,00000418,false,Rx,0,8,E8,02,49,FE,7E,FF,24,00,
-30697,00000418,false,Rx,0,8,E0,02,58,FE,B5,FF,23,00,
-30690,00000418,false,Rx,0,8,CE,02,5F,FE,7A,FF,22,00,
-30684,00000418,false,Rx,0,8,E6,02,4F,FE,7E,FF,21,00,
-30678,00000418,false,Rx,0,8,E4,02,53,FE,B3,FF,21,00,
-30670,00000418,false,Rx,0,8,CC,02,63,FE,84,FF,21,00,
-30656,00000418,false,Rx,0,8,E3,02,4B,FE,66,FF,22,00,
-30644,00000418,false,Rx,0,8,E5,02,4D,FE,B6,FF,24,00,
-30633,00000418,false,Rx,0,8,C7,02,64,FE,7F,FF,27,00,
-30633,00000418,false,Rx,0,8,E2,02,4D,FE,60,FF,27,00,
-30626,00000418,false,Rx,0,8,E2,02,50,FE,A9,FF,23,00,
-30626,00000418,false,Rx,0,8,C2,02,63,FE,7C,FF,1D,00,
-30621,00000418,false,Rx,0,8,E9,02,47,FE,69,FF,1B,00,
-30612,00000418,false,Rx,0,8,E2,02,54,FE,BD,FF,1E,00,
-30606,00000418,false,Rx,0,8,C7,02,5F,FE,7C,FF,23,00,
-30601,00000418,false,Rx,0,8,F1,02,48,FE,7C,FF,26,00,
-30596,00000418,false,Rx,0,8,D9,02,62,FE,B2,FF,24,00,
-30843,00000418,false,Rx,0,8,CD,02,5F,FE,6B,FF,20,00,
-30837,00000418,false,Rx,0,8,F1,02,47,FE,96,FF,20,00,
-30823,00000418,false,Rx,0,8,CA,02,64,FE,B4,FF,22,00,
-30818,00000418,false,Rx,0,8,D6,02,56,FE,67,FF,23,00,
-30809,00000418,false,Rx,0,8,E0,02,49,FE,A0,FF,21,00,
-30801,00000418,false,Rx,0,8,C3,02,68,FE,83,FF,1C,00,
-30801,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-30793,00000418,false,Rx,0,8,EC,02,44,FE,68,FF,1A,00,
-30786,00000418,false,Rx,0,8,D7,02,59,FE,B1,FF,1C,00,
-30775,00000418,false,Rx,0,8,D0,02,64,FE,73,FF,1F,00,
-30771,00000418,false,Rx,0,8,E9,02,49,FE,97,FF,20,00,
-30771,00000418,false,Rx,0,8,C0,02,66,FE,96,FF,1E,00,
-30765,00000418,false,Rx,0,8,E2,02,4F,FE,65,FF,1C,00,
-30757,00000418,false,Rx,0,8,D9,02,52,FE,A3,FF,1D,00,
-30752,00000418,false,Rx,0,8,CE,02,63,FE,70,FF,22,00,
-30747,00000418,false,Rx,0,8,EB,02,4C,FE,A2,FF,28,00,
-30738,00000418,false,Rx,0,8,C2,02,64,FE,9C,FF,2A,00,
-30733,00000418,false,Rx,0,8,E1,02,55,FE,69,FF,29,00,
-30721,00000418,false,Rx,0,8,E1,02,4C,FE,B4,FF,25,00,
-30454,00000418,false,Rx,0,8,C8,02,62,FE,81,FF,24,00,
-30443,00000418,false,Rx,0,8,E3,02,52,FE,6D,FF,28,00,
-30432,00000418,false,Rx,0,8,D4,02,59,FE,AE,FF,2C,00,
-30431,00000418,false,Rx,0,8,DA,02,61,FE,69,FF,2C,00,
-30427,00000418,false,Rx,0,8,E1,02,47,FE,B1,FF,27,00,
-30423,00000418,false,Rx,0,8,D0,02,65,FE,8C,FF,21,00,
-30414,00000418,false,Rx,0,8,DC,02,53,FE,71,FF,21,00,
-30409,00000418,false,Rx,0,8,D8,02,4F,FE,AF,FF,26,00,
-30402,00000418,false,Rx,0,8,D1,02,63,FE,6F,FF,2A,00,
-30398,00000418,false,Rx,0,8,E9,02,47,FE,9B,FF,27,00,
-30389,00000418,false,Rx,0,8,CB,02,65,FE,A1,FF,22,00,
-30384,00000418,false,Rx,0,8,D7,02,50,FE,66,FF,21,00,
-30379,00000418,false,Rx,0,8,E0,02,56,FE,AD,FF,26,00,
-30371,00000418,false,Rx,0,8,CA,02,60,FE,72,FF,29,00,
-30363,00000418,false,Rx,0,8,EF,02,4A,FE,9C,FF,27,00,
-30357,00000418,false,Rx,0,8,C0,02,6E,FE,96,FF,21,00,
-30350,00000418,false,Rx,0,8,DF,02,4B,FE,61,FF,1E,00,
-30340,00000418,false,Rx,0,8,D8,02,5C,FE,B3,FF,21,00,
-30591,00000418,false,Rx,0,8,D3,02,62,FE,63,FF,25,00,
-30585,00000418,false,Rx,0,8,E2,02,48,FE,A8,FF,24,00,
-30574,00000418,false,Rx,0,8,C6,02,62,FE,7C,FF,20,00,
-30570,00000418,false,Rx,0,8,ED,02,55,FE,9D,FF,20,00,
-30563,00000418,false,Rx,0,8,C1,02,65,FE,8F,FF,25,00,
-30553,00000418,false,Rx,0,8,ED,02,4D,FE,69,FF,28,00,
-30548,00000418,false,Rx,0,8,CB,02,64,FE,BB,FF,26,00,
-30540,00000418,false,Rx,0,8,D9,02,51,FE,56,FF,22,00,
-30535,00000418,false,Rx,0,8,D1,02,5E,FE,AA,FF,22,00,
-30530,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-30523,00000418,false,Rx,0,8,DD,02,5D,FE,5E,FF,26,00,
-30517,00000418,false,Rx,0,8,D0,02,59,FE,A6,FF,28,00,
-30510,00000418,false,Rx,0,8,D3,02,62,FE,66,FF,25,00,
-30505,00000418,false,Rx,0,8,DB,02,5A,FE,A5,FF,20,00,
-30501,00000418,false,Rx,0,8,D0,02,5D,FE,63,FF,1E,00,
-30488,00000418,false,Rx,0,8,E1,02,54,FE,A1,FF,20,00,
-30484,00000418,false,Rx,0,8,CA,02,69,FE,77,FF,22,00,
-30478,00000418,false,Rx,0,8,E1,02,55,FE,95,FF,22,00,
-30468,00000418,false,Rx,0,8,C7,02,6D,FE,74,FF,22,00,
-30207,00000418,false,Rx,0,8,E9,02,58,FE,76,FF,23,00,
-30202,00000418,false,Rx,0,8,C7,02,61,FE,A8,FF,24,00,
-30194,00000418,false,Rx,0,8,D9,02,57,FE,59,FF,23,00,
-30188,00000418,false,Rx,0,8,D3,02,61,FE,A7,FF,22,00,
-30178,00000418,false,Rx,0,8,D6,02,63,FE,5E,FF,25,00,
-30175,00000418,false,Rx,0,8,D9,02,4E,FE,A5,FF,2B,00,
-30165,00000418,false,Rx,0,8,CF,02,71,FE,67,FF,2F,00,
-30158,00000418,false,Rx,0,8,D8,02,50,FE,A0,FF,2D,00,
-30154,00000418,false,Rx,0,8,CD,02,69,FE,69,FF,25,00,
-30145,00000418,false,Rx,0,8,DE,02,55,FE,9A,FF,1D,00,
-30133,00000418,false,Rx,0,8,CB,02,6A,FE,73,FF,1B,00,
-30129,00000418,false,Rx,0,8,DD,02,51,FE,9C,FF,22,00,
-30115,00000418,false,Rx,0,8,CB,02,71,FE,73,FF,2C,00,
-30110,00000418,false,Rx,0,8,DD,02,4D,FE,92,FF,34,00,
-30110,00000418,false,Rx,0,8,CE,02,69,FE,73,FF,34,00,
-30103,00000418,false,Rx,0,8,E4,02,56,FE,B3,FF,2E,00,
-30095,00000418,false,Rx,0,8,CA,02,6A,FE,70,FF,27,00,
-30086,00000418,false,Rx,0,8,DC,02,4E,FE,98,FF,24,00,
-30081,00000418,false,Rx,0,8,CE,02,6A,FE,72,FF,24,00,
-30330,00000418,false,Rx,0,8,DA,02,50,FE,9A,FF,25,00,
-30325,00000418,false,Rx,0,8,D0,02,6B,FE,6D,FF,24,00,
-30312,00000418,false,Rx,0,8,DB,02,53,FE,A9,FF,1F,00,
-30303,00000418,false,Rx,0,8,D1,02,66,FE,72,FF,1A,00,
-30298,00000418,false,Rx,0,8,D6,02,52,FE,9F,FF,18,00,
-30298,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-30274,00000418,false,Rx,0,8,D3,02,62,FE,6B,FF,1B,00,
-30268,00000418,false,Rx,0,8,D4,02,59,FE,A5,FF,22,00,
-30268,00000418,false,Rx,0,8,D4,02,56,FE,5D,FF,29,00,
-30268,00000418,false,Rx,0,8,D5,02,64,FE,AB,FF,2B,00,
-30263,00000418,false,Rx,0,8,E1,02,4C,FE,7C,FF,2A,00,
-30258,00000418,false,Rx,0,8,CD,02,68,FE,8E,FF,28,00,
-30251,00000418,false,Rx,0,8,E2,02,4E,FE,90,FF,27,00,
-30244,00000418,false,Rx,0,8,C7,02,6E,FE,70,FF,26,00,
-30239,00000418,false,Rx,0,8,E3,02,4B,FE,A4,FF,23,00,
-30234,00000418,false,Rx,0,8,CD,02,63,FE,68,FF,1F,00,
-30228,00000418,false,Rx,0,8,DB,02,5F,FE,A1,FF,1E,00,
-30217,00000418,false,Rx,0,8,D4,02,53,FE,69,FF,1E,00,
-30210,00000418,false,Rx,0,8,D4,02,6A,FE,B7,FF,1D,00,
-29947,00000418,false,Rx,0,8,E0,02,4F,FE,6A,FF,1B,00,
-29940,00000418,false,Rx,0,8,C5,02,6C,FE,7E,FF,1C,00,
-29909,00000418,false,Rx,0,8,EB,02,4B,FE,A2,FF,21,00,
-29903,00000418,false,Rx,0,8,C6,02,6A,FE,73,FF,26,00,
-29902,00000418,false,Rx,0,8,E1,02,51,FE,9E,FF,25,00,
-29902,00000418,false,Rx,0,8,CA,02,62,FE,5C,FF,1D,00,
-29902,00000418,false,Rx,0,8,DD,02,5C,FE,B1,FF,18,00,
-29898,00000418,false,Rx,0,8,CF,02,5B,FE,5F,FF,1A,00,
-29893,00000418,false,Rx,0,8,D5,02,63,FE,A7,FF,21,00,
-29885,00000418,false,Rx,0,8,DB,02,56,FE,5F,FF,24,00,
-29880,00000418,false,Rx,0,8,D1,02,67,FE,B5,FF,1F,00,
-29870,00000418,false,Rx,0,8,DF,02,51,FE,57,FF,1A,00,
-29865,00000418,false,Rx,0,8,CA,02,6F,FE,B5,FF,1D,00,
-29852,00000418,false,Rx,0,8,E2,02,4C,FE,5A,FF,27,00,
-29846,00000418,false,Rx,0,8,CF,02,64,FE,C1,FF,2B,00,
-30076,00000418,false,Rx,0,8,DF,02,59,FE,54,FF,25,00,
-30070,00000418,false,Rx,0,8,C8,02,65,FE,B0,FF,19,00,
-30070,00000418,false,Rx,0,8,DF,02,55,FE,59,FF,13,00,
-30070,00000418,false,Rx,0,8,D3,02,65,FE,BA,FF,18,00,
-30070,00000418,false,Rx,0,8,D7,02,55,FE,59,FF,22,00,
-30055,00000418,false,Rx,0,8,CC,02,61,FE,B4,FF,26,00,
-30051,00000418,false,Rx,0,8,E6,02,57,FE,63,FF,23,00,
-30051,00000418,false,Rx,0,8,CA,02,65,FE,C4,FF,20,00,
-30045,00000418,false,Rx,0,8,EB,02,4F,FE,59,FF,24,00,
-30039,00000418,false,Rx,0,8,C4,02,70,FE,98,FF,2A,00,
-30032,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-30027,00000418,false,Rx,0,8,ED,02,45,FE,89,FF,2B,00,
-30018,00000418,false,Rx,0,8,C2,02,65,FE,79,FF,25,00,
-30014,00000418,false,Rx,0,8,E4,02,58,FE,9D,FF,1E,00,
-30004,00000418,false,Rx,0,8,C8,02,60,FE,65,FF,1F,00,
-29996,00000418,false,Rx,0,8,DB,02,55,FE,AE,FF,25,00,
-29991,00000418,false,Rx,0,8,D4,02,5D,FE,66,FF,2B,00,
-29981,00000418,false,Rx,0,8,CB,02,60,FE,B8,FF,2C,00,
-29974,00000418,false,Rx,0,8,EB,02,47,FE,6F,FF,29,00,
-29969,00000418,false,Rx,0,8,C3,02,6B,FE,88,FF,28,00,
-29963,00000418,false,Rx,0,8,DF,02,4E,FE,9B,FF,2B,00,
-29955,00000418,false,Rx,0,8,CA,02,60,FE,69,FF,30,00,
-29691,00000418,false,Rx,0,8,D8,02,61,FE,AF,FF,35,00,
-29683,00000418,false,Rx,0,8,D6,02,4D,FE,4F,FF,37,00,
-29679,00000418,false,Rx,0,8,C5,02,6A,FE,A9,FF,37,00,
-29675,00000418,false,Rx,0,8,EB,02,4B,FE,8C,FF,36,00,
-29669,00000418,false,Rx,0,8,BF,02,62,FE,70,FF,35,00,
-29663,00000418,false,Rx,0,8,DD,02,4F,FE,9C,FF,35,00,
-29656,00000418,false,Rx,0,8,D0,02,5B,FE,61,FF,35,00,
-29647,00000418,false,Rx,0,8,D0,02,64,FE,AC,FF,32,00,
-29641,00000418,false,Rx,0,8,DC,02,49,FE,51,FF,2F,00,
-29633,00000418,false,Rx,0,8,BF,02,6F,FE,84,FF,30,00,
-29620,00000418,false,Rx,0,8,E4,02,4A,FE,8F,FF,35,00,
-29613,00000418,false,Rx,0,8,C0,02,6A,FE,67,FF,38,00,
-29609,00000418,false,Rx,0,8,DD,02,56,FE,9B,FF,34,00,
-29598,00000418,false,Rx,0,8,C8,02,5E,FE,54,FF,2A,00,
-29594,00000418,false,Rx,0,8,D8,02,58,FE,A5,FF,20,00,
-29589,00000418,false,Rx,0,8,CB,02,59,FE,55,FF,1C,00,
-29582,00000418,false,Rx,0,8,CF,02,6F,FE,A4,FF,1F,00,
-29577,00000418,false,Rx,0,8,D1,02,51,FE,50,FF,24,00,
-29570,00000418,false,Rx,0,8,D2,02,62,FE,BD,FF,2A,00,
-29819,00000418,false,Rx,0,8,D1,02,52,FE,46,FF,2D,00,
-29814,00000418,false,Rx,0,8,CF,02,65,FE,A6,FF,2D,00,
-29800,00000418,false,Rx,0,8,D0,02,50,FE,4F,FF,28,00,
-29796,00000418,false,Rx,0,8,CD,02,63,FE,B0,FF,20,00,
-29795,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-29792,00000418,false,Rx,0,8,D4,02,4B,FE,60,FF,1D,00,
-29786,00000418,false,Rx,0,8,C6,02,66,FE,89,FF,23,00,
-29769,00000418,false,Rx,0,8,D8,02,48,FE,7A,FF,30,00,
-29765,00000418,false,Rx,0,8,C3,02,63,FE,75,FF,36,00,
-29765,00000418,false,Rx,0,8,D7,02,4B,FE,8D,FF,30,00,
-29755,00000418,false,Rx,0,8,C5,02,64,FE,6C,FF,23,00,
-29750,00000418,false,Rx,0,8,D4,02,49,FE,A7,FF,1A,00,
-29744,00000418,false,Rx,0,8,CE,02,59,FE,68,FF,1D,00,
-29736,00000418,false,Rx,0,8,CD,02,5B,FE,A7,FF,29,00,
-29729,00000418,false,Rx,0,8,D3,02,4A,FE,5D,FF,32,00,
-29723,00000418,false,Rx,0,8,C4,02,5E,FE,81,FF,30,00,
-29717,00000418,false,Rx,0,8,D8,02,50,FE,9F,FF,27,00,
-29708,00000418,false,Rx,0,8,CD,02,5C,FE,55,FF,1F,00,
-29440,00000418,false,Rx,0,8,CA,02,58,FE,A3,FF,1F,00,
-29436,00000418,false,Rx,0,8,D9,02,51,FE,58,FF,25,00,
-29430,00000418,false,Rx,0,8,C0,02,5F,FE,76,FF,2A,00,
-29417,00000418,false,Rx,0,8,DB,02,51,FE,AA,FF,2B,00,
-29408,00000418,false,Rx,0,8,CC,02,60,FE,5E,FF,2C,00,
-29402,00000418,false,Rx,0,8,CA,02,5F,FE,A7,FF,31,00,
-29402,00000418,false,Rx,0,8,DF,02,48,FE,51,FF,37,00,
-29397,00000418,false,Rx,0,8,BD,02,6C,FE,95,FF,3A,00,
-29390,00000418,false,Rx,0,8,E7,02,4C,FE,99,FF,39,00,
-29381,00000418,false,Rx,0,8,C4,02,5F,FE,67,FF,35,00,
-29372,00000418,false,Rx,0,8,DC,02,58,FE,AE,FF,33,00,
-29367,00000418,false,Rx,0,8,CA,02,53,FE,5C,FF,2F,00,
-29362,00000418,false,Rx,0,8,D1,02,64,FE,AC,FF,28,00,
-29355,00000418,false,Rx,0,8,DE,02,4D,FE,58,FF,1F,00,
-29349,00000418,false,Rx,0,8,C1,02,68,FE,81,FF,18,00,
-29337,00000418,false,Rx,0,8,DF,02,4B,FE,90,FF,18,00,
-29329,00000418,false,Rx,0,8,C7,02,6C,FE,67,FF,1C,00,
-29325,00000418,false,Rx,0,8,DA,02,4B,FE,A2,FF,21,00,
-29568,00000418,false,Rx,0,8,CA,02,5B,FE,69,FF,25,00,
-29563,00000418,false,Rx,0,8,D4,02,65,FE,A6,FF,27,00,
-29557,00000418,false,Rx,0,8,D8,02,48,FE,5B,FF,27,00,
-29553,00000418,false,Rx,0,8,CC,02,65,FE,8B,FF,23,00,
-29546,00000418,false,Rx,0,8,D9,02,59,FE,94,FF,20,00,
-29542,00000418,false,Rx,0,8,CC,02,63,FE,67,FF,22,00,
-29534,00000418,false,Rx,0,8,D7,02,51,FE,AD,FF,28,00,
-29528,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-29527,00000418,false,Rx,0,8,D6,02,66,FE,66,FF,2C,00,
-29520,00000418,false,Rx,0,8,CB,02,5E,FE,AD,FF,2A,00,
-29509,00000418,false,Rx,0,8,E2,02,53,FE,5F,FF,25,00,
-29505,00000418,false,Rx,0,8,C6,02,6C,FE,A6,FF,24,00,
-29493,00000418,false,Rx,0,8,E5,02,4D,FE,86,FF,29,00,
-29489,00000418,false,Rx,0,8,C3,02,66,FE,77,FF,30,00,
-29483,00000418,false,Rx,0,8,E8,02,54,FE,B4,FF,30,00,
-29477,00000418,false,Rx,0,8,C6,02,66,FE,71,FF,29,00,
-29464,00000418,false,Rx,0,8,E6,02,50,FE,9F,FF,22,00,
-29460,00000418,false,Rx,0,8,C2,02,6C,FE,77,FF,22,00,
-29454,00000418,false,Rx,0,8,ED,02,48,FE,89,FF,29,00,
-29449,00000418,false,Rx,0,8,C1,02,6B,FE,A7,FF,30,00,
-29444,00000418,false,Rx,0,8,E3,02,56,FE,5A,FF,2F,00,
-29178,00000418,false,Rx,0,8,D6,02,60,FE,B0,FF,29,00,
-29174,00000418,false,Rx,0,8,CF,02,66,FE,63,FF,21,00,
-29168,00000418,false,Rx,0,8,EE,02,51,FE,A5,FF,1D,00,
-29157,00000418,false,Rx,0,8,C1,02,6E,FE,87,FF,1F,00,
-29152,00000418,false,Rx,0,8,DF,02,54,FE,5C,FF,24,00,
-29142,00000418,false,Rx,0,8,DA,02,5B,FE,A9,FF,27,00,
-29134,00000418,false,Rx,0,8,C6,02,6B,FE,6D,FF,27,00,
-29130,00000418,false,Rx,0,8,EC,02,46,FE,91,FF,22,00,
-29124,00000418,false,Rx,0,8,D6,02,62,FE,BE,FF,1B,00,
-29118,00000418,false,Rx,0,8,CD,02,6D,FE,6D,FF,18,00,
-29107,00000418,false,Rx,0,8,E4,02,4E,FE,95,FF,1C,00,
-29102,00000418,false,Rx,0,8,D0,02,64,FE,A7,FF,24,00,
-29096,00000418,false,Rx,0,8,CE,02,6C,FE,63,FF,2C,00,
-29088,00000418,false,Rx,0,8,E7,02,4C,FE,9D,FF,2E,00,
-29083,00000418,false,Rx,0,8,D8,02,61,FE,B4,FF,29,00,
-29073,00000418,false,Rx,0,8,D1,02,70,FE,75,FF,21,00,
-29065,00000418,false,Rx,0,8,E5,02,51,FE,90,FF,1E,00,
-29060,00000418,false,Rx,0,8,DD,02,51,FE,AD,FF,22,00,
-29305,00000418,false,Rx,0,8,CD,02,6F,FE,7B,FF,27,00,
-29301,00000418,false,Rx,0,8,D8,02,64,FE,6E,FF,27,00,
-29297,00000418,false,Rx,0,8,E1,02,4B,FE,AA,FF,21,00,
-29282,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
